测试时间,温度,湿度,VOC,人体
2018/12/18 3:20:13,1517,1813,37,0
2018/12/18 3:20:14,1502,1802,31,0
2018/12/18 3:20:15,1476,1782,29,0
2018/12/18 3:20:16,1465,1773,29,0
2018/12/18 3:20:17,1456,1767,26,0
2018/12/18 3:20:18,1500,1800,29,0
2018/12/18 3:20:19,1471,1778,31,0
2018/12/18 3:20:20,1516,1812,29,0
2018/12/18 3:20:21,1475,1781,33,0
2018/12/18 3:20:22,1513,1810,35,0
2018/12/18 3:20:23,1489,1792,34,0
2018/12/18 3:20:24,1488,1791,34,0
2018/12/18 3:20:25,1478,1783,26,0
2018/12/18 3:20:26,1491,1793,31,0
2018/12/18 3:20:27,1516,1812,30,0
2018/12/18 3:20:28,1504,1803,31,0
2018/12/18 3:20:29,1477,1783,32,0
2018/12/18 3:20:30,1513,1810,29,0
2018/12/18 3:20:31,1524,1818,26,0
2018/12/18 3:20:32,1515,1812,30,0
2018/12/18 3:20:33,1535,1826,30,0
2018/12/18 3:20:34,1490,1793,30,0
2018/12/18 3:20:35,1479,1784,32,0
2018/12/18 3:20:36,1495,1797,33,0
2018/12/18 3:20:37,1506,1805,28,0
2018/12/18 3:20:38,1486,1790,28,0
2018/12/18 3:20:39,1461,1770,28,0
2018/12/18 3:20:40,1499,1799,27,0
2018/12/18 3:20:41,1489,1792,30,0
2018/12/18 3:20:42,1478,1784,31,0
2018/12/18 3:20:43,1513,1810,35,0
2018/12/18 3:20:44,1499,1800,26,0
2018/12/18 3:20:45,1479,1785,30,0
2018/12/18 3:20:46,1492,1794,29,0
2018/12/18 3:20:47,1502,1802,25,0
2018/12/18 3:20:48,1486,1789,26,0
2018/12/18 3:20:49,1528,1821,28,0
2018/12/18 3:20:50,1495,1796,30,0
2018/12/18 3:20:51,1512,1809,25,0
2018/12/18 3:20:52,1504,1803,32,0
2018/12/18 3:20:53,1517,1813,30,0
2018/12/18 3:20:54,1510,1807,29,0
2018/12/18 3:20:55,1510,1808,29,0
2018/12/18 3:20:56,1487,1790,32,0
2018/12/18 3:20:57,1483,1787,24,0
2018/12/18 3:20:58,1506,1804,29,0
2018/12/18 3:20:59,1489,1792,31,0
2018/12/18 3:21:00,1486,1790,29,0
2018/12/18 3:21:01,1520,1815,28,0
2018/12/18 3:21:02,1515,1811,32,0
2018/12/18 3:21:03,1511,1809,29,0
2018/12/18 3:21:04,1511,1808,29,0
2018/12/18 3:21:05,1546,1835,32,0
2018/12/18 3:21:06,1500,1800,29,0
2018/12/18 3:21:07,1503,1802,23,0
2018/12/18 3:21:08,1493,1795,31,0
2018/12/18 3:21:09,1486,1790,35,0
2018/12/18 3:21:10,1540,1830,29,0
2018/12/18 3:21:11,1528,1821,31,0
2018/12/18 3:21:12,1497,1798,29,0
2018/12/18 3:21:13,1477,1783,30,0
2018/12/18 3:21:14,1490,1793,25,0
2018/12/18 3:21:15,1506,1805,30,0
2018/12/18 3:21:16,1524,1818,31,0
2018/12/18 3:21:17,1516,1812,35,0
2018/12/18 3:21:18,1512,1809,31,0
2018/12/18 3:21:19,1502,1801,28,0
2018/12/18 3:21:20,1478,1783,31,0
2018/12/18 3:21:21,1473,1780,27,0
2018/12/18 3:21:22,1519,1815,34,0
2018/12/18 3:21:23,1495,1796,26,0
2018/12/18 3:21:24,1518,1813,27,0
2018/12/18 3:21:25,1474,1780,30,0
2018/12/18 3:21:26,1474,1781,29,0
2018/12/18 3:21:27,1495,1797,36,0
2018/12/18 3:21:28,1513,1810,35,0
2018/12/18 3:21:29,1513,1810,30,0
2018/12/18 3:21:30,1501,1801,33,0
2018/12/18 3:21:31,1507,1805,30,0
2018/12/18 3:21:32,1527,1820,25,0
2018/12/18 3:21:33,1515,1811,26,0
2018/12/18 3:21:34,1522,1817,28,0
2018/12/18 3:21:35,1508,1806,31,0
2018/12/18 3:21:36,1503,1803,28,0
2018/12/18 3:21:37,1475,1781,32,0
2018/12/18 3:21:38,1511,1808,29,0
2018/12/18 3:21:39,1464,1773,25,0
2018/12/18 3:21:40,1501,1801,27,0
2018/12/18 3:21:41,1499,1799,32,0
2018/12/18 3:21:42,1508,1806,26,0
2018/12/18 3:21:43,1487,1790,29,0
2018/12/18 3:21:44,1518,1813,29,0
2018/12/18 3:21:45,1500,1800,33,0
2018/12/18 3:21:46,1472,1779,32,0
2018/12/18 3:21:47,1487,1791,32,0
2018/12/18 3:21:48,1519,1814,29,0
2018/12/18 3:21:49,1507,1805,28,0
2018/12/18 3:21:50,1486,1790,28,0
2018/12/18 3:21:51,1499,1799,28,0
2018/12/18 3:21:52,1489,1792,30,0
2018/12/18 3:21:53,1498,1799,27,0
2018/12/18 3:21:54,1482,1787,31,0
2018/12/18 3:21:55,1511,1808,27,0
2018/12/18 3:21:56,1515,1812,30,0
2018/12/18 3:21:57,1477,1783,28,0
2018/12/18 3:21:58,1476,1782,29,0
2018/12/18 3:21:59,1487,1791,35,0
2018/12/18 3:22:00,1519,1814,25,0
2018/12/18 3:22:01,1505,1804,26,0
2018/12/18 3:22:02,1460,1770,26,0
2018/12/18 3:22:03,1518,1813,34,0
2018/12/18 3:22:04,1522,1816,27,0
2018/12/18 3:22:05,1505,1804,32,0
2018/12/18 3:22:06,1506,1804,28,0
2018/12/18 3:22:07,1509,1807,32,0
2018/12/18 3:22:08,1504,1803,31,0
2018/12/18 3:22:09,1483,1787,26,0
2018/12/18 3:22:10,1500,1800,29,0
2018/12/18 3:22:11,1471,1779,29,0
2018/12/18 3:22:12,1482,1786,26,0
2018/12/18 3:22:13,1479,1784,27,0
2018/12/18 3:22:14,1474,1781,30,0
2018/12/18 3:22:15,1491,1794,31,0
2018/12/18 3:22:16,1496,1797,31,0
2018/12/18 3:22:17,1506,1804,29,0
2018/12/18 3:22:18,1477,1783,34,0
2018/12/18 3:22:19,1509,1807,30,0
2018/12/18 3:22:20,1513,1810,28,0
2018/12/18 3:22:21,1508,1806,26,0
2018/12/18 3:22:22,1491,1793,30,0
2018/12/18 3:22:23,1523,1817,34,0
2018/12/18 3:22:24,1488,1791,32,0
2018/12/18 3:22:25,1503,1802,29,0
2018/12/18 3:22:26,1500,1800,31,0
2018/12/18 3:22:27,1494,1795,31,0
2018/12/18 3:22:28,1486,1790,30,0
2018/12/18 3:22:29,1489,1792,26,0
2018/12/18 3:22:30,1495,1796,26,0
2018/12/18 3:22:31,1519,1815,33,0
2018/12/18 3:22:32,1509,1807,28,0
2018/12/18 3:22:33,1506,1805,30,0
2018/12/18 3:22:34,1525,1819,29,0
2018/12/18 3:22:35,1479,1784,33,0
2018/12/18 3:22:36,1452,1764,30,0
2018/12/18 3:22:37,1512,1809,29,0
2018/12/18 3:22:38,1486,1789,30,0
2018/12/18 3:22:39,1487,1790,31,0
2018/12/18 3:22:40,1498,1798,24,0
2018/12/18 3:22:41,1541,1830,30,0
2018/12/18 3:22:42,1484,1788,37,0
2018/12/18 3:22:43,1507,1805,30,0
2018/12/18 3:22:44,1496,1797,29,0
2018/12/18 3:22:45,1532,1824,31,0
2018/12/18 3:22:46,1487,1791,28,0
2018/12/18 3:22:47,1499,1799,28,0
2018/12/18 3:22:48,1512,1809,31,0
2018/12/18 3:22:49,1488,1791,30,0
2018/12/18 3:22:50,1496,1797,27,0
2018/12/18 3:22:51,1473,1780,32,0
2018/12/18 3:22:52,1503,1802,27,0
2018/12/18 3:22:53,1524,1818,31,0
2018/12/18 3:22:54,1502,1801,27,0
2018/12/18 3:22:55,1508,1806,26,0
2018/12/18 3:22:56,1499,1799,26,0
2018/12/18 3:22:57,1514,1810,30,0
2018/12/18 3:22:58,1473,1780,31,0
2018/12/18 3:22:59,1523,1817,29,0
2018/12/18 3:23:00,1504,1803,32,0
2018/12/18 3:23:01,1483,1788,28,0
2018/12/18 3:23:02,1511,1808,35,0
2018/12/18 3:23:03,1493,1795,35,0
2018/12/18 3:23:04,1490,1793,29,0
2018/12/18 3:23:05,1461,1771,31,0
2018/12/18 3:23:06,1475,1781,28,0
2018/12/18 3:23:07,1478,1783,32,0
2018/12/18 3:23:08,1543,1833,29,0
2018/12/18 3:23:09,1464,1773,27,0
2018/12/18 3:23:10,1509,1807,33,0
2018/12/18 3:23:11,1502,1802,28,0
2018/12/18 3:23:12,1500,1800,22,0
2018/12/18 3:23:13,1496,1797,31,0
2018/12/18 3:23:14,1504,1803,29,0
2018/12/18 3:23:15,1496,1797,32,0
2018/12/18 3:23:16,1497,1798,30,0
2018/12/18 3:23:17,1527,1820,28,0
2018/12/18 3:23:18,1487,1790,28,0
2018/12/18 3:23:19,1504,1803,30,0
2018/12/18 3:23:20,1528,1821,27,0
2018/12/18 3:23:21,1497,1798,29,0
2018/12/18 3:23:22,1493,1795,28,0
2018/12/18 3:23:23,1465,1774,31,0
2018/12/18 3:23:24,1496,1797,32,0
2018/12/18 3:23:25,1474,1781,31,0
2018/12/18 3:23:26,1538,1829,31,0
2018/12/18 3:23:27,1530,1822,27,0
2018/12/18 3:23:28,1516,1812,31,0
2018/12/18 3:23:29,1508,1806,30,0
2018/12/18 3:23:30,1495,1796,30,0
2018/12/18 3:23:31,1506,1805,24,0
2018/12/18 3:23:32,1505,1804,31,0
2018/12/18 3:23:33,1528,1821,26,0
2018/12/18 3:23:34,1498,1798,33,0
2018/12/18 3:23:35,1488,1791,26,0
2018/12/18 3:23:36,1470,1777,30,0
2018/12/18 3:23:37,1473,1779,31,0
2018/12/18 3:23:38,1528,1821,27,0
2018/12/18 3:23:39,1471,1778,24,0
2018/12/18 3:23:40,1505,1804,37,0
2018/12/18 3:23:41,1513,1810,25,0
2018/12/18 3:23:42,1500,1800,26,0
2018/12/18 3:23:43,1479,1784,32,0
2018/12/18 3:23:44,1500,1800,30,0
2018/12/18 3:23:45,1492,1794,35,0
2018/12/18 3:23:46,1515,1811,30,0
2018/12/18 3:23:47,1468,1776,22,0
2018/12/18 3:23:48,1514,1810,31,0
2018/12/18 3:23:49,1486,1790,31,0
2018/12/18 3:23:50,1520,1815,30,0
2018/12/18 3:23:51,1474,1780,29,0
2018/12/18 3:23:52,1532,1824,28,0
2018/12/18 3:23:53,1414,1735,29,0
2018/12/18 3:23:54,1477,1783,33,0
2018/12/18 3:23:55,1522,1817,26,0
2018/12/18 3:23:56,1543,1832,32,0
2018/12/18 3:23:57,1512,1809,30,0
2018/12/18 3:23:58,1501,1801,31,0
2018/12/18 3:23:59,1533,1824,35,0
2018/12/18 3:24:00,1500,1800,32,0
2018/12/18 3:24:01,1503,1802,35,0
2018/12/18 3:24:02,1513,1810,29,0
2018/12/18 3:24:03,1513,1810,30,0
2018/12/18 3:24:04,1516,1812,32,0
2018/12/18 3:24:05,1498,1798,31,0
2018/12/18 3:24:06,1497,1798,32,0
2018/12/18 3:24:07,1464,1773,31,0
2018/12/18 3:24:08,1485,1789,29,0
2018/12/18 3:24:09,1500,1800,31,0
2018/12/18 3:24:10,1485,1789,30,0
2018/12/18 3:24:11,1466,1774,32,0
2018/12/18 3:24:12,1492,1794,27,0
2018/12/18 3:24:13,1516,1812,26,0
2018/12/18 3:24:14,1466,1774,35,0
2018/12/18 3:24:15,1473,1780,31,0
2018/12/18 3:24:16,1497,1798,34,0
2018/12/18 3:24:17,1533,1825,32,0
2018/12/18 3:24:18,1489,1792,33,0
2018/12/18 3:24:19,1495,1796,30,0
2018/12/18 3:24:20,1508,1806,35,0
2018/12/18 3:24:21,1507,1805,30,0
2018/12/18 3:24:22,1490,1793,31,0
2018/12/18 3:24:23,1526,1819,29,0
2018/12/18 3:24:24,1493,1795,30,0
2018/12/18 3:24:25,1507,1805,23,0
2018/12/18 3:24:26,1494,1795,33,0
2018/12/18 3:24:27,1499,1799,31,0
2018/12/18 3:24:28,1487,1790,33,0
2018/12/18 3:24:29,1501,1801,27,0
2018/12/18 3:24:30,1509,1807,28,0
2018/12/18 3:24:31,1494,1795,29,0
2018/12/18 3:24:32,1529,1822,31,0
2018/12/18 3:24:33,1509,1807,32,0
2018/12/18 3:24:34,1557,1843,19,0
2018/12/18 3:24:35,1514,1811,27,0
2018/12/18 3:24:36,1454,1765,31,0
2018/12/18 3:24:37,1503,1803,26,0
2018/12/18 3:24:38,1511,1808,32,0
2018/12/18 3:24:39,1543,1832,27,0
2018/12/18 3:24:40,1541,1831,31,0
2018/12/18 3:24:41,1491,1794,29,0
2018/12/18 3:24:42,1543,1833,31,0
2018/12/18 3:24:43,1519,1814,33,0
2018/12/18 3:24:44,1475,1781,30,0
2018/12/18 3:24:45,1476,1782,29,0
2018/12/18 3:24:46,1526,1819,30,0
2018/12/18 3:24:47,1501,1801,22,0
2018/12/18 3:24:48,1508,1806,28,0
2018/12/18 3:24:49,1501,1801,30,0
2018/12/18 3:24:50,1486,1790,28,0
2018/12/18 3:24:51,1511,1809,30,0
2018/12/18 3:24:52,1521,1816,30,0
2018/12/18 3:24:53,1493,1795,26,0
2018/12/18 3:24:54,1474,1780,32,0
2018/12/18 3:24:55,1512,1809,30,0
2018/12/18 3:24:56,1499,1799,29,0
2018/12/18 3:24:57,1499,1799,32,0
2018/12/18 3:24:58,1518,1814,28,0
2018/12/18 3:24:59,1490,1793,28,0
2018/12/18 3:25:00,1516,1812,31,0
2018/12/18 3:25:01,1480,1785,27,0
2018/12/18 3:25:02,1480,1785,29,0
2018/12/18 3:25:03,1509,1807,31,0
2018/12/18 3:25:04,1487,1790,30,0
2018/12/18 3:25:05,1497,1798,26,0
2018/12/18 3:25:06,1511,1808,28,0
2018/12/18 3:25:07,1501,1801,33,0
2018/12/18 3:25:08,1489,1792,31,0
2018/12/18 3:25:09,1477,1783,31,0
2018/12/18 3:25:10,1491,1793,24,0
2018/12/18 3:25:11,1466,1775,32,0
2018/12/18 3:25:12,1488,1791,30,0
2018/12/18 3:25:13,1518,1813,32,0
2018/12/18 3:25:14,1473,1779,28,0
2018/12/18 3:25:15,1483,1787,25,0
2018/12/18 3:25:16,1529,1822,28,0
2018/12/18 3:25:17,1471,1779,27,0
2018/12/18 3:25:18,1503,1802,30,0
2018/12/18 3:25:19,1483,1787,31,0
2018/12/18 3:25:20,1506,1805,27,0
2018/12/18 3:25:21,1515,1811,35,0
2018/12/18 3:25:22,1542,1832,30,0
2018/12/18 3:25:23,1506,1805,30,0
2018/12/18 3:25:24,1512,1809,28,0
2018/12/18 3:25:25,1467,1775,31,0
2018/12/18 3:25:26,1497,1798,30,0
2018/12/18 3:25:27,1488,1791,30,0
2018/12/18 3:25:28,1548,1836,25,0
2018/12/18 3:25:29,1484,1788,31,0
2018/12/18 3:25:30,1478,1784,32,0
2018/12/18 3:25:31,1520,1815,31,0
2018/12/18 3:25:32,1503,1802,31,0
2018/12/18 3:25:33,1487,1790,31,0
2018/12/18 3:25:34,1540,1830,33,0
2018/12/18 3:25:35,1522,1817,31,0
2018/12/18 3:25:36,1483,1788,30,0
2018/12/18 3:25:37,1477,1783,33,0
2018/12/18 3:25:38,1519,1814,27,0
2018/12/18 3:25:39,1491,1794,28,0
2018/12/18 3:25:40,1496,1797,31,0
2018/12/18 3:25:41,1516,1812,30,0
2018/12/18 3:25:42,1500,1800,29,0
2018/12/18 3:25:43,1485,1788,28,0
2018/12/18 3:25:44,1501,1801,25,0
2018/12/18 3:25:45,1492,1794,33,0
2018/12/18 3:25:46,1495,1796,29,0
2018/12/18 3:25:47,1507,1805,28,0
2018/12/18 3:25:48,1476,1782,33,0
2018/12/18 3:25:49,1507,1806,30,0
2018/12/18 3:25:50,1496,1797,32,0
2018/12/18 3:25:51,1510,1808,32,0
2018/12/18 3:25:52,1515,1811,24,0
2018/12/18 3:25:53,1495,1796,30,0
2018/12/18 3:25:54,1497,1798,25,0
2018/12/18 3:25:55,1485,1789,31,0
2018/12/18 3:25:56,1525,1819,33,0
2018/12/18 3:25:57,1531,1823,28,0
2018/12/18 3:25:58,1463,1772,27,0
2018/12/18 3:25:59,1496,1797,29,0
2018/12/18 3:26:00,1466,1775,30,0
2018/12/18 3:26:01,1497,1798,30,0
2018/12/18 3:26:02,1520,1815,33,0
2018/12/18 3:26:03,1507,1805,35,0
2018/12/18 3:26:04,1490,1793,32,0
2018/12/18 3:26:05,1510,1808,33,0
2018/12/18 3:26:06,1501,1801,30,0
2018/12/18 3:26:07,1519,1814,31,0
2018/12/18 3:26:08,1487,1790,29,0
2018/12/18 3:26:09,1464,1773,27,0
2018/12/18 3:26:10,1483,1787,33,0
2018/12/18 3:26:11,1528,1821,28,0
2018/12/18 3:26:12,1509,1807,32,0
2018/12/18 3:26:13,1498,1798,31,0
2018/12/18 3:26:14,1488,1791,23,0
2018/12/18 3:26:15,1490,1793,29,0
2018/12/18 3:26:16,1494,1795,32,0
2018/12/18 3:26:17,1484,1788,30,0
2018/12/18 3:26:18,1490,1793,34,0
2018/12/18 3:26:19,1457,1768,30,0
2018/12/18 3:26:20,1524,1818,31,0
2018/12/18 3:26:21,1535,1826,23,0
2018/12/18 3:26:22,1506,1805,31,0
2018/12/18 3:26:23,1498,1799,23,0
2018/12/18 3:26:24,1485,1788,31,0
2018/12/18 3:26:25,1525,1819,28,0
2018/12/18 3:26:26,1488,1791,31,0
2018/12/18 3:26:27,1503,1802,21,0
2018/12/18 3:26:28,1472,1779,30,0
2018/12/18 3:26:29,1507,1805,28,0
2018/12/18 3:26:30,1505,1804,33,0
2018/12/18 3:26:31,1490,1792,25,0
2018/12/18 3:26:32,1507,1805,29,0
2018/12/18 3:26:33,1501,1800,22,0
2018/12/18 3:26:34,1492,1794,30,0
2018/12/18 3:26:35,1500,1800,33,0
2018/12/18 3:26:36,1498,1799,28,0
2018/12/18 3:26:37,1508,1806,31,0
2018/12/18 3:26:38,1536,1827,28,0
2018/12/18 3:26:39,1502,1801,25,0
2018/12/18 3:26:40,1530,1822,31,0
2018/12/18 3:26:41,1486,1789,30,0
2018/12/18 3:26:42,1502,1802,33,0
2018/12/18 3:26:43,1513,1809,29,0
2018/12/18 3:26:44,1469,1777,29,0
2018/12/18 3:26:45,1546,1835,29,0
2018/12/18 3:26:46,1477,1783,29,0
2018/12/18 3:26:47,1521,1815,32,0
2018/12/18 3:26:48,1431,1748,34,0
2018/12/18 3:26:49,1510,1807,31,0
2018/12/18 3:26:50,1475,1781,30,0
2018/12/18 3:26:51,1488,1791,33,0
2018/12/18 3:26:52,1482,1787,30,0
2018/12/18 3:26:53,1477,1783,30,0
2018/12/18 3:26:54,1507,1805,31,0
2018/12/18 3:26:55,1475,1781,28,0
2018/12/18 3:26:56,1481,1786,31,0
2018/12/18 3:26:57,1502,1802,29,0
2018/12/18 3:26:58,1519,1814,28,0
2018/12/18 3:26:59,1485,1789,35,0
2018/12/18 3:27:00,1508,1806,30,0
2018/12/18 3:27:01,1474,1781,25,0
2018/12/18 3:27:02,1492,1794,30,0
2018/12/18 3:27:03,1509,1807,30,0
2018/12/18 3:27:04,1500,1800,31,0
2018/12/18 3:27:05,1503,1802,27,0
2018/12/18 3:27:06,1492,1794,34,0
2018/12/18 3:27:07,1500,1800,33,0
2018/12/18 3:27:08,1532,1824,29,0
2018/12/18 3:27:09,1501,1801,29,0
2018/12/18 3:27:10,1474,1780,30,0
2018/12/18 3:27:11,1492,1794,28,0
2018/12/18 3:27:12,1494,1795,25,0
2018/12/18 3:27:13,1483,1787,31,0
2018/12/18 3:27:14,1518,1814,28,0
2018/12/18 3:27:15,1517,1813,25,0
2018/12/18 3:27:16,1483,1787,29,0
2018/12/18 3:27:17,1516,1812,34,0
2018/12/18 3:27:18,1481,1786,31,0
2018/12/18 3:27:19,1483,1787,32,0
2018/12/18 3:27:20,1443,1758,26,0
2018/12/18 3:27:21,1505,1803,28,0
2018/12/18 3:27:22,1496,1797,34,0
2018/12/18 3:27:23,1502,1801,32,0
2018/12/18 3:27:24,1501,1801,29,0
2018/12/18 3:27:25,1528,1821,26,0
2018/12/18 3:27:26,1480,1785,32,0
2018/12/18 3:27:27,1525,1819,26,0
2018/12/18 3:27:28,1498,1799,30,0
2018/12/18 3:27:29,1488,1791,31,0
2018/12/18 3:27:30,1494,1795,29,0
2018/12/18 3:27:31,1517,1813,28,0
2018/12/18 3:27:32,1535,1826,33,0
2018/12/18 3:27:33,1503,1802,26,0
2018/12/18 3:27:34,1493,1794,30,0
2018/12/18 3:27:35,1476,1782,27,0
2018/12/18 3:27:36,1497,1798,32,0
2018/12/18 3:27:37,1493,1795,34,0
2018/12/18 3:27:38,1492,1794,35,0
2018/12/18 3:27:39,1505,1803,27,0
2018/12/18 3:27:40,1500,1800,22,0
2018/12/18 3:27:41,1501,1801,27,0
2018/12/18 3:27:42,1483,1787,32,0
2018/12/18 3:27:43,1493,1795,38,0
2018/12/18 3:27:44,1485,1789,30,0
2018/12/18 3:27:45,1509,1807,28,0
2018/12/18 3:27:46,1500,1800,26,0
2018/12/18 3:27:47,1485,1789,27,0
2018/12/18 3:27:48,1507,1805,28,0
2018/12/18 3:27:49,1470,1777,31,0
2018/12/18 3:27:50,1532,1824,30,0
2018/12/18 3:27:51,1511,1808,29,0
2018/12/18 3:27:52,1504,1803,27,0
2018/12/18 3:27:53,1491,1793,30,0
2018/12/18 3:27:54,1469,1776,31,0
2018/12/18 3:27:55,1534,1825,32,0
2018/12/18 3:27:56,1498,1798,28,0
2018/12/18 3:27:57,1452,1764,29,0
2018/12/18 3:27:58,1509,1807,29,0
2018/12/18 3:27:59,1483,1787,26,0
2018/12/18 3:28:00,1490,1792,34,0
2018/12/18 3:28:01,1526,1820,36,0
2018/12/18 3:28:02,1527,1820,28,0
2018/12/18 3:28:03,1514,1810,30,0
2018/12/18 3:28:04,1525,1819,31,0
2018/12/18 3:28:05,1506,1805,28,0
2018/12/18 3:28:06,1480,1785,24,0
2018/12/18 3:28:07,1514,1811,25,0
2018/12/18 3:28:08,1524,1818,27,0
2018/12/18 3:28:09,1560,1845,27,0
2018/12/18 3:28:10,1529,1822,33,0
2018/12/18 3:28:11,1516,1812,32,0
2018/12/18 3:28:12,1477,1782,30,0
2018/12/18 3:28:13,1481,1786,35,0
2018/12/18 3:28:14,1499,1799,29,0
2018/12/18 3:28:15,1526,1819,29,0
2018/12/18 3:28:16,1507,1805,27,0
2018/12/18 3:28:17,1502,1802,32,0
2018/12/18 3:28:18,1510,1808,27,0
2018/12/18 3:28:19,1509,1807,32,0
2018/12/18 3:28:20,1446,1759,29,0
2018/12/18 3:28:21,1529,1821,32,0
2018/12/18 3:28:22,1489,1791,31,0
2018/12/18 3:28:23,1489,1792,29,0
2018/12/18 3:28:24,1488,1791,29,0
2018/12/18 3:28:25,1501,1801,27,0
2018/12/18 3:28:26,1497,1798,29,0
2018/12/18 3:28:27,1521,1815,29,0
2018/12/18 3:28:28,1520,1815,33,0
2018/12/18 3:28:29,1493,1794,31,0
2018/12/18 3:28:30,1506,1804,26,0
2018/12/18 3:28:31,1462,1772,30,0
2018/12/18 3:28:32,1515,1811,25,0
2018/12/18 3:28:33,1474,1781,30,0
2018/12/18 3:28:34,1487,1790,31,0
2018/12/18 3:28:35,1485,1789,32,0
2018/12/18 3:28:36,1505,1804,26,0
2018/12/18 3:28:37,1480,1785,31,0
2018/12/18 3:28:38,1493,1794,29,0
2018/12/18 3:28:39,1500,1800,31,0
2018/12/18 3:28:40,1508,1806,31,0
2018/12/18 3:28:41,1491,1793,31,0
2018/12/18 3:28:42,1505,1804,32,0
2018/12/18 3:28:43,1467,1775,28,0
2018/12/18 3:28:44,1460,1770,25,0
2018/12/18 3:28:45,1502,1802,27,0
2018/12/18 3:28:46,1493,1794,31,0
2018/12/18 3:28:47,1499,1799,29,0
2018/12/18 3:28:48,1498,1798,30,0
2018/12/18 3:28:49,1502,1801,29,0
2018/12/18 3:28:50,1498,1798,34,0
2018/12/18 3:28:51,1487,1790,33,0
2018/12/18 3:28:52,1510,1807,32,0
2018/12/18 3:28:53,1495,1796,33,0
2018/12/18 3:28:54,1505,1804,32,0
2018/12/18 3:28:55,1508,1806,35,0
2018/12/18 3:28:56,1478,1784,26,0
2018/12/18 3:28:57,1520,1815,25,0
2018/12/18 3:28:58,1515,1811,26,0
2018/12/18 3:28:59,1478,1784,26,0
2018/12/18 3:29:00,1518,1814,34,0
2018/12/18 3:29:01,1485,1789,26,0
2018/12/18 3:29:02,1492,1794,28,0
2018/12/18 3:29:03,1491,1793,29,0
2018/12/18 3:29:04,1520,1815,31,0
2018/12/18 3:29:05,1452,1764,32,0
2018/12/18 3:29:06,1484,1788,32,0
2018/12/18 3:29:07,1459,1769,30,0
2018/12/18 3:29:08,1492,1794,34,0
2018/12/18 3:29:09,1519,1814,28,0
2018/12/18 3:29:10,1488,1791,32,0
2018/12/18 3:29:11,1492,1794,32,0
2018/12/18 3:29:12,1496,1797,27,0
2018/12/18 3:29:13,1478,1783,30,0
2018/12/18 3:29:14,1467,1775,32,0
2018/12/18 3:29:15,1521,1816,28,0
2018/12/18 3:29:16,1512,1809,34,0
2018/12/18 3:29:17,1479,1784,33,0
2018/12/18 3:29:18,1541,1831,29,0
2018/12/18 3:29:19,1492,1794,32,0
2018/12/18 3:29:20,1501,1801,34,0
2018/12/18 3:29:21,1482,1787,25,0
2018/12/18 3:29:22,1489,1791,32,0
2018/12/18 3:29:23,1489,1792,31,0
2018/12/18 3:29:24,1491,1793,27,0
2018/12/18 3:29:25,1539,1829,38,0
2018/12/18 3:29:26,1469,1777,25,0
2018/12/18 3:29:27,1512,1809,31,0
2018/12/18 3:29:28,1504,1803,27,0
2018/12/18 3:29:29,1517,1812,32,0
2018/12/18 3:29:30,1499,1799,27,0
2018/12/18 3:29:31,1514,1810,32,0
2018/12/18 3:29:32,1528,1821,29,0
2018/12/18 3:29:33,1499,1800,29,0
2018/12/18 3:29:34,1516,1812,23,0
2018/12/18 3:29:35,1521,1815,29,0
2018/12/18 3:29:36,1490,1792,32,0
2018/12/18 3:29:37,1532,1824,35,0
2018/12/18 3:29:38,1502,1801,24,0
2018/12/18 3:29:39,1471,1778,23,0
2018/12/18 3:29:40,1515,1812,30,0
2018/12/18 3:29:41,1512,1809,33,0
2018/12/18 3:29:42,1500,1800,26,0
2018/12/18 3:29:43,1495,1796,32,0
2018/12/18 3:29:44,1509,1807,25,0
2018/12/18 3:29:45,1491,1793,29,0
2018/12/18 3:29:46,1510,1807,27,0
2018/12/18 3:29:47,1505,1804,35,0
2018/12/18 3:29:48,1500,1800,29,0
2018/12/18 3:29:49,1500,1800,30,0
2018/12/18 3:29:50,1513,1810,27,0
2018/12/18 3:29:51,1512,1809,33,0
2018/12/18 3:29:52,1487,1791,28,0
2018/12/18 3:29:53,1522,1816,36,0
2018/12/18 3:29:54,1512,1809,29,0
2018/12/18 3:29:55,1509,1807,23,0
2018/12/18 3:29:56,1530,1822,25,0
2018/12/18 3:29:57,1509,1807,28,0
2018/12/18 3:29:58,1525,1818,31,0
2018/12/18 3:29:59,1503,1802,23,0
2018/12/18 3:30:00,1504,1803,32,0
2018/12/18 3:30:01,1498,1798,29,0
2018/12/18 3:30:02,1527,1820,29,0
2018/12/18 3:30:03,1520,1815,29,0
2018/12/18 3:30:04,1510,1808,32,0
2018/12/18 3:30:05,1501,1801,31,0
2018/12/18 3:30:06,1520,1815,27,0
2018/12/18 3:30:07,1491,1793,29,0
2018/12/18 3:30:08,1513,1809,27,0
2018/12/18 3:30:09,1510,1808,28,0
2018/12/18 3:30:10,1488,1791,31,0
2018/12/18 3:30:11,1505,1804,26,0
2018/12/18 3:30:12,1495,1797,32,0
2018/12/18 3:30:13,1483,1787,36,0
2018/12/18 3:30:14,1481,1786,32,0
2018/12/18 3:30:15,1485,1789,32,0
2018/12/18 3:30:16,1476,1782,25,0
2018/12/18 3:30:17,1562,1847,33,0
2018/12/18 3:30:18,1484,1788,30,0
2018/12/18 3:30:19,1514,1810,28,0
