测试时间,温度,湿度,VOC,人体
2018/12/18 5:19:00,1509,1806,306,
2018/12/18 5:19:00,1513,1810,310,
2018/12/18 5:19:00,1508,1806,306,
2018/12/18 5:19:00,1483,1787,287,
2018/12/18 5:19:00,1499,1799,299,
2018/12/18 5:19:00,1501,1801,301,
2018/12/18 5:19:00,1493,1795,295,
2018/12/18 5:19:00,1523,1817,317,
2018/12/18 5:19:00,1509,1807,307,
2018/12/18 5:19:00,1514,1811,311,
2018/12/18 5:19:00,1516,1812,312,
2018/12/18 5:19:00,1500,1800,300,
2018/12/18 5:19:00,1499,1799,299,
2018/12/18 5:19:00,1528,1821,321,
2018/12/18 5:19:00,1497,1798,298,
2018/12/18 5:19:00,1477,1783,283,
2018/12/18 5:19:00,1537,1828,328,
2018/12/18 5:19:00,1493,1795,295,
2018/12/18 5:19:00,1515,1811,311,
2018/12/18 5:19:00,1481,1785,285,
2018/12/18 5:19:00,1504,1803,303,
2018/12/18 5:19:00,1465,1774,274,
2018/12/18 5:19:00,1514,1811,311,
2018/12/18 5:19:00,1488,1791,291,
2018/12/18 5:19:00,1493,1795,295,
2018/12/18 5:19:00,1532,1824,324,
2018/12/18 5:19:00,1501,1801,301,
2018/12/18 5:19:00,1523,1817,317,
2018/12/18 5:19:00,1506,1804,304,
2018/12/18 5:19:00,1492,1794,294,
2018/12/18 5:19:00,1482,1786,286,
2018/12/18 5:19:00,1514,1810,310,
2018/12/18 5:19:00,1503,1803,303,
2018/12/18 5:19:00,1522,1817,317,
2018/12/18 5:19:00,1478,1784,284,
2018/12/18 5:19:00,1476,1782,282,
2018/12/18 5:19:00,1483,1787,287,
2018/12/18 5:19:00,1526,1820,320,
2018/12/18 5:19:00,1498,1799,299,
2018/12/18 5:19:00,1524,1818,318,
2018/12/18 5:19:00,1504,1803,303,
2018/12/18 5:19:00,1522,1817,317,
2018/12/18 5:19:00,1523,1817,317,
2018/12/18 5:19:00,1501,1801,301,
2018/12/18 5:19:00,1506,1804,304,
2018/12/18 5:19:00,1505,1804,304,
2018/12/18 5:20:00,1467,1775,275,
2018/12/18 5:20:00,1474,1781,281,
2018/12/18 5:20:00,1487,1790,290,
2018/12/18 5:20:00,1531,1823,323,
2018/12/18 5:20:00,1525,1819,319,
2018/12/18 5:20:00,1477,1782,282,
2018/12/18 5:20:00,1531,1823,323,
2018/12/18 5:20:00,1491,1793,293,
2018/12/18 5:20:00,1473,1780,280,
2018/12/18 5:20:00,1513,1810,310,
2018/12/18 5:20:00,1509,1807,307,
2018/12/18 5:20:00,1470,1778,278,
2018/12/18 5:20:00,1466,1774,274,
2018/12/18 5:20:00,1526,1820,320,
2018/12/18 5:20:00,1531,1823,323,
2018/12/18 5:20:00,1504,1803,303,
2018/12/18 5:20:00,1499,1800,300,
2018/12/18 5:20:00,1508,1806,306,
2018/12/18 5:20:00,1486,1789,289,
2018/12/18 5:20:00,1532,1824,324,
2018/12/18 5:20:00,1501,1801,301,
2018/12/18 5:20:00,1508,1806,306,
2018/12/18 5:20:00,1476,1782,282,
2018/12/18 5:20:00,1513,1810,310,
2018/12/18 5:20:00,1492,1794,294,
2018/12/18 5:20:00,1529,1822,322,
2018/12/18 5:20:00,1492,1794,294,
2018/12/18 5:20:00,1503,1802,302,
2018/12/18 5:20:00,1482,1787,287,
2018/12/18 5:20:00,1500,1800,300,
2018/12/18 5:20:00,1503,1803,303,
2018/12/18 5:20:00,1543,1833,333,
2018/12/18 5:20:00,1461,1771,271,
2018/12/18 5:20:00,1473,1780,280,
2018/12/18 5:20:00,1473,1780,280,
2018/12/18 5:20:00,1504,1803,303,
2018/12/18 5:20:00,1526,1819,319,
2018/12/18 5:20:00,1497,1798,298,
2018/12/18 5:20:00,1525,1819,319,
2018/12/18 5:20:00,1515,1812,312,
2018/12/18 5:20:00,1491,1793,293,
2018/12/18 5:20:00,1523,1817,317,
2018/12/18 5:20:00,1485,1789,289,
2018/12/18 5:20:00,1490,1792,292,
2018/12/18 5:20:00,1539,1829,329,
2018/12/18 5:20:00,1461,1771,271,
2018/12/18 5:20:00,1498,1799,299,
2018/12/18 5:20:00,1469,1777,277,
2018/12/18 5:20:00,1478,1783,283,
2018/12/18 5:20:00,1510,1808,308,
2018/12/18 5:20:00,1515,1812,312,
2018/12/18 5:20:00,1509,1806,306,
2018/12/18 5:20:00,1475,1781,281,
2018/12/18 5:20:00,1502,1802,302,
2018/12/18 5:20:00,1495,1796,296,
2018/12/18 5:20:00,1463,1773,273,
2018/12/18 5:20:00,1533,1825,325,
2018/12/18 5:20:00,1490,1792,292,
2018/12/18 5:20:00,1477,1783,283,
2018/12/18 5:20:00,1537,1828,328,
2018/12/18 5:21:00,1504,1803,303,
2018/12/18 5:21:00,1535,1827,327,
2018/12/18 5:21:00,1519,1814,314,
2018/12/18 5:21:00,1533,1825,325,
2018/12/18 5:21:00,1504,1803,303,
2018/12/18 5:21:00,1470,1777,277,
2018/12/18 5:21:00,1519,1814,314,
2018/12/18 5:21:00,1523,1817,317,
2018/12/18 5:21:00,1524,1818,318,
2018/12/18 5:21:00,1495,1796,296,
2018/12/18 5:21:00,1488,1791,291,
2018/12/18 5:21:00,1459,1770,270,
2018/12/18 5:21:00,1483,1787,287,
2018/12/18 5:21:00,1469,1777,277,
2018/12/18 5:21:00,1519,1814,314,
2018/12/18 5:21:00,1503,1802,302,
2018/12/18 5:21:00,1514,1810,310,
2018/12/18 5:21:00,1490,1793,293,
2018/12/18 5:21:00,1494,1795,295,
2018/12/18 5:21:00,1532,1824,324,
2018/12/18 5:21:00,1512,1809,309,
2018/12/18 5:21:00,1501,1801,301,
2018/12/18 5:21:00,1477,1782,282,
2018/12/18 5:21:00,1543,1832,332,
2018/12/18 5:21:00,1489,1791,291,
2018/12/18 5:21:00,1481,1786,286,
2018/12/18 5:21:00,1519,1814,314,
2018/12/18 5:21:00,1515,1811,311,
2018/12/18 5:21:00,1484,1788,288,
2018/12/18 5:21:00,1513,1809,309,
2018/12/18 5:21:00,1513,1810,310,
2018/12/18 5:21:00,1495,1796,296,
2018/12/18 5:21:00,1514,1810,310,
2018/12/18 5:21:00,1530,1823,323,
2018/12/18 5:21:00,1491,1794,294,
2018/12/18 5:21:00,1488,1791,291,
2018/12/18 5:21:00,1500,1800,300,
2018/12/18 5:21:00,1528,1821,321,
2018/12/18 5:21:00,1488,1791,291,
2018/12/18 5:21:00,1527,1820,320,
2018/12/18 5:21:00,1500,1800,300,
2018/12/18 5:21:00,1487,1790,290,
2018/12/18 5:21:00,1510,1808,308,
2018/12/18 5:21:00,1517,1813,313,
2018/12/18 5:21:00,1480,1785,285,
2018/12/18 5:21:00,1501,1800,300,
2018/12/18 5:21:00,1496,1797,297,
2018/12/18 5:21:00,1472,1779,279,
2018/12/18 5:21:00,1506,1804,304,
2018/12/18 5:21:00,1517,1813,313,
2018/12/18 5:21:00,1502,1802,302,
2018/12/18 5:21:00,1473,1779,279,
2018/12/18 5:21:00,1462,1772,272,
2018/12/18 5:21:00,1489,1791,291,
2018/12/18 5:21:00,1510,1808,308,
2018/12/18 5:21:00,1509,1807,307,
2018/12/18 5:21:00,1502,1801,301,
2018/12/18 5:21:00,1530,1822,322,
2018/12/18 5:21:00,1516,1812,312,
2018/12/18 5:21:00,1507,1805,305,
2018/12/18 5:22:00,1524,1818,318,
2018/12/18 5:22:00,1496,1797,297,
2018/12/18 5:22:00,1503,1802,302,
2018/12/18 5:22:00,1495,1796,296,
2018/12/18 5:22:00,1497,1798,298,
2018/12/18 5:22:00,1527,1820,320,
2018/12/18 5:22:00,1498,1799,299,
2018/12/18 5:22:00,1515,1811,311,
2018/12/18 5:22:00,1505,1804,304,
2018/12/18 5:22:00,1500,1800,300,
2018/12/18 5:22:00,1494,1795,295,
2018/12/18 5:22:00,1502,1802,302,
2018/12/18 5:22:00,1478,1784,284,
2018/12/18 5:22:00,1520,1815,315,
2018/12/18 5:22:00,1524,1818,318,
2018/12/18 5:22:00,1484,1788,288,
2018/12/18 5:22:00,1495,1796,296,
2018/12/18 5:22:00,1486,1789,289,
2018/12/18 5:22:00,1500,1800,300,
2018/12/18 5:22:00,1491,1793,293,
2018/12/18 5:22:00,1503,1802,302,
2018/12/18 5:22:00,1495,1796,296,
2018/12/18 5:22:00,1511,1808,308,
2018/12/18 5:22:00,1502,1801,301,
2018/12/18 5:22:00,1483,1788,288,
2018/12/18 5:22:00,1497,1798,298,
2018/12/18 5:22:00,1525,1819,319,
2018/12/18 5:22:00,1528,1821,321,
2018/12/18 5:22:00,1494,1795,295,
2018/12/18 5:22:00,1518,1814,314,
2018/12/18 5:22:00,1493,1795,295,
2018/12/18 5:22:00,1473,1780,280,
2018/12/18 5:22:00,1497,1797,297,
2018/12/18 5:22:00,1508,1806,306,
2018/12/18 5:22:00,1484,1788,288,
2018/12/18 5:22:00,1482,1786,286,
2018/12/18 5:22:00,1479,1784,284,
2018/12/18 5:22:00,1508,1806,306,
2018/12/18 5:22:00,1493,1794,294,
2018/12/18 5:22:00,1508,1806,306,
2018/12/18 5:22:00,1497,1798,298,
2018/12/18 5:22:00,1486,1790,290,
2018/12/18 5:22:00,1491,1794,294,
2018/12/18 5:22:00,1504,1803,303,
2018/12/18 5:22:00,1509,1807,307,
2018/12/18 5:22:00,1507,1805,305,
2018/12/18 5:22:00,1535,1826,326,
2018/12/18 5:22:00,1471,1778,278,
2018/12/18 5:22:00,1505,1804,304,
2018/12/18 5:22:00,1495,1796,296,
2018/12/18 5:22:00,1469,1777,277,
2018/12/18 5:22:00,1535,1826,326,
2018/12/18 5:22:00,1474,1781,281,
2018/12/18 5:22:00,1482,1786,286,
2018/12/18 5:22:00,1496,1797,297,
2018/12/18 5:22:00,1503,1802,302,
2018/12/18 5:22:00,1501,1801,301,
2018/12/18 5:22:00,1476,1782,282,
2018/12/18 5:22:00,1461,1771,271,
2018/12/18 5:22:00,1502,1802,302,
2018/12/18 5:23:00,1509,1807,307,
2018/12/18 5:23:00,1493,1794,294,
2018/12/18 5:23:00,1515,1811,311,
2018/12/18 5:23:00,1482,1787,287,
2018/12/18 5:23:00,1494,1796,296,
2018/12/18 5:23:00,1526,1819,319,
2018/12/18 5:23:00,1497,1798,298,
2018/12/18 5:23:00,1529,1822,322,
2018/12/18 5:23:00,1522,1816,316,
2018/12/18 5:23:00,1484,1788,288,
2018/12/18 5:23:00,1477,1783,283,
2018/12/18 5:23:00,1496,1797,297,
2018/12/18 5:23:00,1488,1791,291,
2018/12/18 5:23:00,1537,1828,328,
2018/12/18 5:23:00,1513,1810,310,
2018/12/18 5:23:00,1500,1800,300,
2018/12/18 5:23:00,1502,1802,302,
2018/12/18 5:23:00,1494,1796,296,
2018/12/18 5:23:00,1528,1821,321,
2018/12/18 5:23:00,1491,1793,293,
2018/12/18 5:23:00,1516,1812,312,
2018/12/18 5:23:00,1516,1812,312,
2018/12/18 5:23:00,1505,1804,304,
2018/12/18 5:23:00,1477,1783,283,
2018/12/18 5:23:00,1508,1806,306,
2018/12/18 5:23:00,1469,1776,276,
2018/12/18 5:23:00,1512,1809,309,
2018/12/18 5:23:00,1500,1800,300,
2018/12/18 5:23:00,1454,1766,266,
2018/12/18 5:23:00,1476,1782,282,
2018/12/18 5:23:00,1477,1783,283,
2018/12/18 5:23:00,1494,1796,296,
2018/12/18 5:23:00,1491,1793,293,
2018/12/18 5:23:00,1474,1780,280,
2018/12/18 5:23:00,1492,1794,294,
2018/12/18 5:23:00,1545,1834,334,
2018/12/18 5:23:00,1498,1798,298,
2018/12/18 5:23:00,1513,1810,310,
2018/12/18 5:23:00,1509,1807,307,
2018/12/18 5:23:00,1507,1805,305,
2018/12/18 5:23:00,1529,1822,322,
2018/12/18 5:23:00,1503,1802,302,
2018/12/18 5:23:00,1460,1770,270,
2018/12/18 5:23:00,1492,1794,294,
2018/12/18 5:23:00,1515,1811,311,
2018/12/18 5:23:00,1509,1807,307,
2018/12/18 5:23:00,1516,1812,312,
2018/12/18 5:23:00,1500,1800,300,
2018/12/18 5:23:00,1499,1800,300,
2018/12/18 5:23:00,1472,1779,279,
2018/12/18 5:23:00,1498,1798,298,
2018/12/18 5:23:00,1492,1794,294,
2018/12/18 5:23:00,1491,1793,293,
2018/12/18 5:23:00,1502,1801,301,
2018/12/18 5:23:00,1508,1806,306,
2018/12/18 5:23:00,1474,1781,281,
2018/12/18 5:23:00,1485,1789,289,
2018/12/18 5:23:00,1523,1817,317,
2018/12/18 5:23:00,1519,1814,314,
2018/12/18 5:23:00,1465,1774,274,
2018/12/18 5:24:00,1484,1788,288,
2018/12/18 5:24:00,1529,1822,322,
2018/12/18 5:24:00,1525,1819,319,
2018/12/18 5:24:00,1471,1778,278,
2018/12/18 5:24:00,1474,1781,281,
2018/12/18 5:24:00,1546,1834,334,
2018/12/18 5:24:00,1492,1794,294,
2018/12/18 5:24:00,1489,1792,292,
2018/12/18 5:24:00,1523,1818,318,
2018/12/18 5:24:00,1507,1805,305,
2018/12/18 5:24:00,1510,1808,308,
2018/12/18 5:24:00,1507,1805,305,
2018/12/18 5:24:00,1495,1796,296,
2018/12/18 5:24:00,1520,1815,315,
2018/12/18 5:24:00,1505,1804,304,
2018/12/18 5:24:00,1509,1806,306,
2018/12/18 5:24:00,1521,1816,316,
2018/12/18 5:24:00,1460,1770,270,
2018/12/18 5:24:00,1532,1824,324,
2018/12/18 5:24:00,1483,1787,287,
2018/12/18 5:24:00,1535,1827,327,
2018/12/18 5:24:00,1487,1790,290,
2018/12/18 5:24:00,1510,1808,308,
2018/12/18 5:24:00,1508,1806,306,
2018/12/18 5:24:00,1487,1790,290,
2018/12/18 5:24:00,1452,1764,264,
2018/12/18 5:24:00,1495,1796,296,
2018/12/18 5:24:00,1478,1783,283,
2018/12/18 5:24:00,1480,1785,285,
2018/12/18 5:24:00,1486,1790,290,
2018/12/18 5:24:00,1504,1803,303,
2018/12/18 5:24:00,1514,1811,311,
2018/12/18 5:24:00,1505,1804,304,
2018/12/18 5:24:00,1496,1797,297,
2018/12/18 5:24:00,1461,1771,271,
2018/12/18 5:24:00,1499,1799,299,
2018/12/18 5:24:00,1523,1817,317,
2018/12/18 5:24:00,1509,1807,307,
2018/12/18 5:24:00,1517,1813,313,
2018/12/18 5:24:00,1527,1820,320,
2018/12/18 5:24:00,1527,1820,320,
2018/12/18 5:24:00,1498,1798,298,
2018/12/18 5:24:00,1488,1791,291,
2018/12/18 5:24:00,1476,1782,282,
2018/12/18 5:24:00,1505,1803,303,
2018/12/18 5:24:00,1523,1817,317,
2018/12/18 5:24:00,1488,1791,291,
2018/12/18 5:24:00,1524,1818,318,
2018/12/18 5:24:00,1503,1802,302,
2018/12/18 5:24:00,1492,1794,294,
2018/12/18 5:24:00,1510,1808,308,
2018/12/18 5:24:00,1489,1791,291,
2018/12/18 5:24:00,1522,1816,316,
2018/12/18 5:24:00,1455,1766,266,
2018/12/18 5:24:00,1508,1806,306,
2018/12/18 5:24:00,1462,1772,272,
2018/12/18 5:24:00,1505,1804,304,
2018/12/18 5:24:00,1543,1833,333,
2018/12/18 5:24:00,1494,1796,296,
2018/12/18 5:24:00,1482,1787,287,
2018/12/18 5:25:00,1493,1795,295,
2018/12/18 5:25:00,1503,1802,302,
2018/12/18 5:25:00,1505,1804,304,
2018/12/18 5:25:00,1494,1795,295,
2018/12/18 5:25:00,1533,1824,324,
2018/12/18 5:25:00,1494,1796,296,
2018/12/18 5:25:00,1516,1812,312,
2018/12/18 5:25:00,1526,1819,319,
2018/12/18 5:25:00,1511,1808,308,
2018/12/18 5:25:00,1518,1813,313,
2018/12/18 5:25:00,1500,1800,300,
2018/12/18 5:25:00,1484,1788,288,
2018/12/18 5:25:00,1490,1792,292,
2018/12/18 5:25:00,1526,1819,319,
2018/12/18 5:25:00,1518,1814,314,
2018/12/18 5:25:00,1507,1805,305,
2018/12/18 5:25:00,1488,1791,291,
2018/12/18 5:25:00,1520,1815,315,
2018/12/18 5:25:00,1514,1811,311,
2018/12/18 5:25:00,1500,1800,300,
2018/12/18 5:25:00,1497,1797,297,
2018/12/18 5:25:00,1534,1826,326,
2018/12/18 5:25:00,1505,1804,304,
2018/12/18 5:25:00,1502,1802,302,
2018/12/18 5:25:00,1521,1816,316,
2018/12/18 5:25:00,1511,1808,308,
2018/12/18 5:25:00,1497,1798,298,
2018/12/18 5:25:00,1477,1783,283,
2018/12/18 5:25:00,1499,1799,299,
2018/12/18 5:25:00,1499,1799,299,
2018/12/18 5:25:00,1517,1813,313,
2018/12/18 5:25:00,1530,1823,323,
2018/12/18 5:25:00,1501,1801,301,
2018/12/18 5:25:00,1489,1792,292,
2018/12/18 5:25:00,1494,1795,295,
2018/12/18 5:25:00,1490,1792,292,
2018/12/18 5:25:00,1467,1775,275,
2018/12/18 5:25:00,1514,1811,311,
2018/12/18 5:25:00,1498,1798,298,
2018/12/18 5:25:00,1473,1780,280,
2018/12/18 5:25:00,1473,1780,280,
2018/12/18 5:25:00,1513,1810,310,
2018/12/18 5:25:00,1486,1790,290,
2018/12/18 5:25:00,1520,1815,315,
2018/12/18 5:25:00,1516,1812,312,
2018/12/18 5:25:00,1525,1819,319,
2018/12/18 5:25:00,1507,1805,305,
2018/12/18 5:25:00,1468,1776,276,
2018/12/18 5:25:00,1513,1810,310,
2018/12/18 5:25:00,1529,1822,322,
2018/12/18 5:25:00,1544,1833,333,
2018/12/18 5:25:00,1467,1775,275,
2018/12/18 5:25:00,1491,1793,293,
2018/12/18 5:25:00,1533,1825,325,
2018/12/18 5:25:00,1509,1807,307,
2018/12/18 5:25:00,1484,1788,288,
2018/12/18 5:25:00,1496,1797,297,
2018/12/18 5:25:00,1529,1822,322,
2018/12/18 5:25:00,1502,1802,302,
2018/12/18 5:25:00,1514,1810,310,
2018/12/18 5:26:00,1465,1774,274,
2018/12/18 5:26:00,1473,1780,280,
2018/12/18 5:26:00,1473,1780,280,
2018/12/18 5:26:00,1526,1820,320,
2018/12/18 5:26:00,1508,1806,306,
2018/12/18 5:26:00,1547,1836,336,
2018/12/18 5:26:00,1486,1789,289,
2018/12/18 5:26:00,1480,1785,285,
2018/12/18 5:26:00,1518,1813,313,
2018/12/18 5:26:00,1488,1791,291,
2018/12/18 5:26:00,1482,1787,287,
2018/12/18 5:26:00,1500,1800,300,
2018/12/18 5:26:00,1497,1798,298,
2018/12/18 5:26:00,1474,1780,280,
2018/12/18 5:26:00,1524,1818,318,
2018/12/18 5:26:00,1527,1820,320,
2018/12/18 5:26:00,1500,1800,300,
2018/12/18 5:26:00,1461,1771,271,
2018/12/18 5:26:00,1508,1806,306,
2018/12/18 5:26:00,1458,1769,269,
2018/12/18 5:26:00,1491,1793,293,
2018/12/18 5:26:00,1495,1796,296,
2018/12/18 5:26:00,1478,1783,283,
2018/12/18 5:26:00,1510,1807,307,
2018/12/18 5:26:00,1484,1788,288,
2018/12/18 5:26:00,1468,1776,276,
2018/12/18 5:26:00,1523,1817,317,
2018/12/18 5:26:00,1506,1804,304,
2018/12/18 5:26:00,1477,1782,282,
2018/12/18 5:26:00,1538,1828,328,
2018/12/18 5:26:00,1492,1794,294,
2018/12/18 5:26:00,1484,1788,288,
2018/12/18 5:26:00,1469,1777,277,
2018/12/18 5:26:00,1488,1791,291,
2018/12/18 5:26:00,1530,1823,323,
2018/12/18 5:26:00,1510,1808,308,
2018/12/18 5:26:00,1533,1825,325,
2018/12/18 5:26:00,1502,1802,302,
2018/12/18 5:26:00,1503,1802,302,
2018/12/18 5:26:00,1521,1816,316,
2018/12/18 5:26:00,1509,1806,306,
2018/12/18 5:26:00,1482,1787,287,
2018/12/18 5:26:00,1479,1784,284,
2018/12/18 5:26:00,1499,1799,299,
2018/12/18 5:26:00,1499,1799,299,
2018/12/18 5:26:00,1484,1788,288,
2018/12/18 5:26:00,1464,1773,273,
2018/12/18 5:26:00,1491,1794,294,
2018/12/18 5:26:00,1515,1811,311,
2018/12/18 5:26:00,1511,1808,308,
2018/12/18 5:26:00,1479,1784,284,
2018/12/18 5:26:00,1477,1783,283,
2018/12/18 5:26:00,1507,1805,305,
2018/12/18 5:26:00,1521,1816,316,
2018/12/18 5:26:00,1519,1814,314,
2018/12/18 5:26:00,1488,1791,291,
2018/12/18 5:26:00,1529,1822,322,
2018/12/18 5:26:00,1506,1804,304,
2018/12/18 5:26:00,1480,1785,285,
2018/12/18 5:26:00,1487,1790,290,
2018/12/18 5:27:00,1494,1795,295,
2018/12/18 5:27:00,1483,1787,287,
2018/12/18 5:27:00,1516,1812,312,
2018/12/18 5:27:00,1481,1786,286,
2018/12/18 5:27:00,1469,1777,277,
2018/12/18 5:27:00,1518,1814,314,
2018/12/18 5:27:00,1516,1812,312,
2018/12/18 5:27:00,1474,1780,280,
2018/12/18 5:27:00,1488,1791,291,
2018/12/18 5:27:00,1512,1809,309,
2018/12/18 5:27:00,1496,1797,297,
2018/12/18 5:27:00,1503,1802,302,
2018/12/18 5:27:00,1499,1799,299,
2018/12/18 5:27:00,1527,1820,320,
2018/12/18 5:27:00,1483,1787,287,
2018/12/18 5:27:00,1487,1790,290,
2018/12/18 5:27:00,1509,1807,307,
2018/12/18 5:27:00,1472,1779,279,
2018/12/18 5:27:00,1496,1797,297,
2018/12/18 5:27:00,1504,1803,303,
2018/12/18 5:27:00,1488,1791,291,
2018/12/18 5:27:00,1509,1807,307,
2018/12/18 5:27:00,1497,1798,298,
2018/12/18 5:27:00,1514,1810,310,
2018/12/18 5:27:00,1478,1783,283,
2018/12/18 5:27:00,1482,1787,287,
2018/12/18 5:27:00,1481,1786,286,
2018/12/18 5:27:00,1479,1785,285,
2018/12/18 5:27:00,1515,1811,311,
2018/12/18 5:27:00,1508,1806,306,
2018/12/18 5:27:00,1501,1801,301,
2018/12/18 5:27:00,1551,1838,338,
2018/12/18 5:27:00,1520,1815,315,
2018/12/18 5:27:00,1477,1782,282,
2018/12/18 5:27:00,1479,1784,284,
2018/12/18 5:27:00,1515,1811,311,
2018/12/18 5:27:00,1490,1792,292,
2018/12/18 5:27:00,1476,1782,282,
2018/12/18 5:27:00,1514,1810,310,
2018/12/18 5:27:00,1499,1799,299,
2018/12/18 5:27:00,1474,1781,281,
2018/12/18 5:27:00,1492,1794,294,
2018/12/18 5:27:00,1476,1782,282,
2018/12/18 5:27:00,1499,1800,300,
2018/12/18 5:27:00,1487,1790,290,
2018/12/18 5:27:00,1492,1794,294,
2018/12/18 5:27:00,1496,1797,297,
2018/12/18 5:27:00,1504,1803,303,
2018/12/18 5:27:00,1478,1783,283,
2018/12/18 5:27:00,1489,1792,292,
2018/12/18 5:27:00,1504,1803,303,
2018/12/18 5:27:00,1471,1778,278,
2018/12/18 5:27:00,1529,1821,321,
2018/12/18 5:27:00,1489,1792,292,
2018/12/18 5:27:00,1531,1823,323,
2018/12/18 5:27:00,1503,1803,303,
2018/12/18 5:27:00,1500,1800,300,
2018/12/18 5:27:00,1509,1807,307,
2018/12/18 5:27:00,1508,1806,306,
2018/12/18 5:27:00,1528,1821,321,
2018/12/18 5:28:00,1485,1789,289,
2018/12/18 5:28:00,1504,1803,303,
2018/12/18 5:28:00,1467,1775,275,
2018/12/18 5:28:00,1482,1787,287,
2018/12/18 5:28:00,1498,1799,299,
2018/12/18 5:28:00,1510,1807,307,
2018/12/18 5:28:00,1498,1798,298,
2018/12/18 5:28:00,1476,1782,282,
2018/12/18 5:28:00,1474,1780,280,
2018/12/18 5:28:00,1508,1806,306,
2018/12/18 5:28:00,1508,1806,306,
2018/12/18 5:28:00,1519,1814,314,
2018/12/18 5:28:00,1494,1795,295,
2018/12/18 5:28:00,1522,1817,317,
2018/12/18 5:28:00,1470,1778,278,
2018/12/18 5:28:00,1530,1822,322,
2018/12/18 5:28:00,1481,1785,285,
2018/12/18 5:28:00,1532,1824,324,
2018/12/18 5:28:00,1482,1787,287,
2018/12/18 5:28:00,1525,1819,319,
2018/12/18 5:28:00,1502,1802,302,
2018/12/18 5:28:00,1478,1784,284,
2018/12/18 5:28:00,1514,1811,311,
2018/12/18 5:28:00,1499,1799,299,
2018/12/18 5:28:00,1493,1795,295,
2018/12/18 5:28:00,1509,1807,307,
2018/12/18 5:28:00,1516,1812,312,
2018/12/18 5:28:00,1458,1769,269,
2018/12/18 5:28:00,1526,1819,319,
2018/12/18 5:28:00,1484,1788,288,
2018/12/18 5:28:00,1507,1806,306,
2018/12/18 5:28:00,1487,1791,291,
2018/12/18 5:28:00,1486,1789,289,
2018/12/18 5:28:00,1502,1802,302,
2018/12/18 5:28:00,1505,1804,304,
2018/12/18 5:28:00,1508,1806,306,
2018/12/18 5:28:00,1495,1796,296,
2018/12/18 5:28:00,1498,1799,299,
2018/12/18 5:28:00,1533,1825,325,
2018/12/18 5:28:00,1497,1797,297,
2018/12/18 5:28:00,1521,1816,316,
2018/12/18 5:28:00,1574,1855,355,
2018/12/18 5:28:00,1478,1784,284,
2018/12/18 5:28:00,1479,1784,284,
2018/12/18 5:28:00,1520,1815,315,
2018/12/18 5:28:00,1455,1766,266,
2018/12/18 5:28:00,1533,1825,325,
2018/12/18 5:28:00,1508,1806,306,
2018/12/18 5:28:00,1488,1791,291,
2018/12/18 5:28:00,1510,1807,307,
2018/12/18 5:28:00,1524,1818,318,
2018/12/18 5:28:00,1533,1825,325,
2018/12/18 5:28:00,1505,1804,304,
2018/12/18 5:28:00,1499,1799,299,
2018/12/18 5:28:00,1515,1811,311,
2018/12/18 5:28:00,1506,1804,304,
2018/12/18 5:28:00,1469,1776,276,
2018/12/18 5:28:00,1493,1795,295,
2018/12/18 5:28:00,1475,1781,281,
2018/12/18 5:28:00,1509,1807,307,
2018/12/18 5:29:00,1482,1786,286,
2018/12/18 5:29:00,1498,1798,298,
2018/12/18 5:29:00,1489,1792,292,
2018/12/18 5:29:00,1495,1796,296,
2018/12/18 5:29:00,1506,1805,305,
2018/12/18 5:29:00,1506,1805,305,
2018/12/18 5:29:00,1500,1800,300,
2018/12/18 5:29:00,1494,1796,296,
2018/12/18 5:29:00,1498,1799,299,
2018/12/18 5:29:00,1502,1802,302,
2018/12/18 5:29:00,1492,1794,294,
2018/12/18 5:29:00,1514,1811,311,
2018/12/18 5:29:00,1482,1786,286,
2018/12/18 5:29:00,1515,1811,311,
2018/12/18 5:29:00,1503,1802,302,
2018/12/18 5:29:00,1488,1791,291,
2018/12/18 5:29:00,1493,1795,295,
2018/12/18 5:29:00,1510,1807,307,
2018/12/18 5:29:00,1500,1800,300,
2018/12/18 5:29:00,1473,1780,280,
2018/12/18 5:29:00,1498,1798,298,
2018/12/18 5:29:00,1485,1789,289,
2018/12/18 5:29:00,1497,1798,298,
2018/12/18 5:29:00,1509,1806,306,
2018/12/18 5:29:00,1511,1808,308,
2018/12/18 5:29:00,1503,1802,302,
2018/12/18 5:29:00,1483,1787,287,
2018/12/18 5:29:00,1516,1812,312,
2018/12/18 5:29:00,1503,1802,302,
2018/12/18 5:29:00,1476,1782,282,
2018/12/18 5:29:00,1521,1815,315,
2018/12/18 5:29:00,1482,1787,287,
2018/12/18 5:29:00,1500,1800,300,
2018/12/18 5:29:00,1511,1808,308,
2018/12/18 5:29:00,1516,1812,312,
2018/12/18 5:29:00,1508,1806,306,
2018/12/18 5:29:00,1510,1807,307,
2018/12/18 5:29:00,1479,1784,284,
2018/12/18 5:29:00,1495,1796,296,
2018/12/18 5:29:00,1487,1790,290,
2018/12/18 5:29:00,1482,1786,286,
2018/12/18 5:29:00,1502,1802,302,
2018/12/18 5:29:00,1535,1827,327,
2018/12/18 5:29:00,1493,1795,295,
2018/12/18 5:29:00,1503,1802,302,
2018/12/18 5:29:00,1544,1833,333,
2018/12/18 5:29:00,1483,1787,287,
2018/12/18 5:29:00,1535,1826,326,
2018/12/18 5:29:00,1496,1797,297,
