,温度,湿度,VOC,,,,,,,,
2019/12/18 7:15:35,1505,1804,0026,0001,0000,0000,,,0000,,
2019/12/18 7:15:36,1483,1787,0025,0001,0000,0000,,,0000,,
2019/12/18 7:15:37,1481,1786,0027,0001,0000,0000,,,0000,,
2019/12/18 7:15:38,1514,1810,0029,0001,0000,0000,,,0000,,
2019/12/18 7:15:39,1486,1789,0026,0001,0000,0000,,,0000,,
2019/12/18 7:15:40,1513,1810,0031,0001,0000,0000,,,0000,,
2019/12/18 7:15:41,1499,1799,0033,0001,0000,0000,,,0000,,
2019/12/18 7:15:42,1520,1815,0027,0001,0000,0000,,,0000,,
2019/12/18 7:15:43,1521,1816,0029,0001,0000,0000,,,0000,,
2019/12/18 7:15:44,1515,1811,0036,0001,0000,0000,,,0000,,
2019/12/18 7:15:45,1511,1808,0031,0001,0000,0000,,,0000,,
2019/12/18 7:15:46,1512,1809,0027,0001,0000,0000,,,0000,,
2019/12/18 7:15:47,1515,1811,0038,0001,0000,0000,,,0000,,
2019/12/18 7:15:48,1479,1784,0031,0001,0000,0000,,,0000,,
2019/12/18 7:15:49,1530,1822,0031,0001,0000,0000,,,0000,,
2019/12/18 7:15:50,1479,1785,0032,0001,0000,0000,,,0000,,
2019/12/18 7:15:51,1503,1803,0027,0001,0000,0000,,,0000,,
2019/12/18 7:15:52,1461,1770,0035,0001,0000,0000,,,0000,,
2019/12/18 7:15:53,1486,1789,0032,0001,0000,0000,,,0000,,
2019/12/18 7:15:54,1446,1760,0028,0001,0000,0000,,,0000,,
2019/12/18 7:15:55,1470,1777,0026,0001,0000,0000,,,0000,,
2019/12/18 7:15:56,1500,1800,0031,0001,0000,0000,,,0000,,
2019/12/18 7:15:57,1507,1805,0030,0001,0000,0000,,,0000,,
2019/12/18 7:15:58,1509,1807,0035,0001,0000,0000,,,0000,,
2019/12/18 7:15:59,1507,1805,0025,0001,0000,0000,,,0000,,
2019/12/18 7:16:00,1510,1808,0030,0001,0000,0000,,,0000,,
2019/12/18 7:16:01,1506,1804,0031,0001,0000,0000,,,0000,,
2019/12/18 7:16:02,1525,1819,0027,0001,0000,0000,,,0000,,
2019/12/18 7:16:03,1487,1790,0030,0001,0000,0000,,,0000,,
2019/12/18 7:16:04,1519,1814,0033,0001,0000,0000,,,0000,,
2019/12/18 7:16:05,1478,1784,0028,0001,0000,0000,,,0000,,
2019/12/18 7:16:06,1468,1776,0028,0001,0000,0000,,,0000,,
2019/12/18 7:16:07,1478,1783,0029,0001,0000,0000,,,0000,,
2019/12/18 7:16:08,1504,1803,0030,0001,0000,0000,,,0000,,
2019/12/18 7:16:09,1507,1805,0027,0001,0000,0000,,,0000,,
2019/12/18 7:16:10,1498,1799,0030,0001,0000,0000,,,0000,,
2019/12/18 7:16:11,1461,1771,0029,0001,0000,0000,,,0000,,
2019/12/18 7:16:12,1525,1819,0030,0001,0000,0000,,,0000,,
2019/12/18 7:16:13,1514,1810,0028,0001,0000,0000,,,0000,,
2019/12/18 7:16:14,1465,1774,0029,0001,0000,0000,,,0000,,
2019/12/18 7:16:15,1472,1779,0034,0001,0000,0000,,,0000,,
2019/12/18 7:16:16,1506,1804,0029,0001,0000,0000,,,0000,,
2019/12/18 7:16:17,1502,1802,0029,0001,0000,0000,,,0000,,
2019/12/18 7:16:18,1521,1816,0038,0001,0000,0000,,,0000,,
2019/12/18 7:16:19,1526,1820,0030,0001,0000,0000,,,0000,,
2019/12/18 7:16:20,1509,1807,0033,0001,0000,0000,,,0000,,
2019/12/18 7:16:21,1521,1816,0034,0001,0000,0000,,,0000,,
2019/12/18 7:16:22,1528,1821,0027,0001,0000,0000,,,0000,,
2019/12/18 7:16:23,1534,1826,0025,0001,0000,0000,,,0000,,
2019/12/18 7:16:24,1518,1813,0027,0001,0000,0000,,,0000,,
2019/12/18 7:16:25,1489,1792,0031,0001,0000,0000,,,0000,,
2019/12/18 7:16:26,1541,1831,0034,0001,0000,0000,,,0000,,
2019/12/18 7:16:27,1517,1813,0034,0001,0000,0000,,,0000,,
2019/12/18 7:16:28,1499,1799,0031,0001,0000,0000,,,0000,,
2019/12/18 7:16:29,1502,1801,0030,0001,0000,0000,,,0000,,
2019/12/18 7:16:30,1526,1819,0035,0001,0000,0000,,,0000,,
2019/12/18 7:16:31,1522,1816,0030,0001,0000,0000,,,0000,,
2019/12/18 7:16:32,1512,1809,0029,0001,0000,0000,,,0000,,
2019/12/18 7:16:33,1541,1831,0027,0001,0000,0000,,,0000,,
2019/12/18 7:16:34,1490,1792,0030,0001,0000,0000,,,0000,,
2019/12/18 7:16:35,1493,1795,0033,0001,0000,0000,,,0000,,
2019/12/18 7:16:36,1523,1817,0035,0001,0000,0000,,,0000,,
2019/12/18 7:16:37,1531,1823,0032,0001,0000,0000,,,0000,,
2019/12/18 7:16:38,1519,1814,0029,0001,0000,0000,,,0000,,
2019/12/18 7:16:39,1497,1798,0029,0001,0000,0000,,,0000,,
2019/12/18 7:16:40,1476,1782,0030,0001,0000,0000,,,0000,,
2019/12/18 7:16:41,1481,1785,0032,0001,0000,0000,,,0000,,
2019/12/18 7:16:42,1494,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:16:43,1490,1792,0031,0001,0000,0000,,,0000,,
2019/12/18 7:16:44,1525,1818,0032,0001,0000,0000,,,0000,,
2019/12/18 7:16:45,1519,1814,0033,0001,0000,0000,,,0000,,
2019/12/18 7:16:46,1483,1787,0032,0001,0000,0000,,,0000,,
2019/12/18 7:16:47,1512,1809,0034,0001,0000,0000,,,0000,,
2019/12/18 7:16:48,1523,1817,0032,0001,0000,0000,,,0000,,
2019/12/18 7:16:49,1529,1821,0035,0001,0000,0000,,,0000,,
2019/12/18 7:16:50,1513,1810,0029,0001,0000,0000,,,0000,,
2019/12/18 7:16:51,1506,1804,0029,0001,0000,0000,,,0000,,
2019/12/18 7:16:52,1493,1795,0033,0001,0000,0000,,,0000,,
2019/12/18 7:16:53,1481,1786,0032,0001,0000,0000,,,0000,,
2019/12/18 7:16:54,1481,1786,0028,0001,0000,0000,,,0000,,
2019/12/18 7:16:55,1483,1787,0031,0001,0000,0000,,,0000,,
2019/12/18 7:16:56,1490,1792,0029,0001,0000,0000,,,0000,,
2019/12/18 7:16:57,1540,1830,0032,0001,0000,0000,,,0000,,
2019/12/18 7:16:58,1482,1786,0028,0001,0000,0000,,,0000,,
2019/12/18 7:16:59,1512,1809,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:00,1476,1782,0033,0001,0000,0000,,,0000,,
2019/12/18 7:17:01,1477,1783,0032,0001,0000,0000,,,0000,,
2019/12/18 7:17:02,1528,1821,0029,0001,0000,0000,,,0000,,
2019/12/18 7:17:03,1519,1814,0027,0001,0000,0000,,,0000,,
2019/12/18 7:17:04,1495,1797,0028,0001,0000,0000,,,0000,,
2019/12/18 7:17:05,1494,1795,0028,0001,0000,0000,,,0000,,
2019/12/18 7:17:06,1440,1755,0028,0001,0000,0000,,,0000,,
2019/12/18 7:17:07,1509,1807,0034,0001,0000,0000,,,0000,,
2019/12/18 7:17:08,1452,1764,0033,0001,0000,0000,,,0000,,
2019/12/18 7:17:09,1515,1811,0027,0001,0000,0000,,,0000,,
2019/12/18 7:17:10,1499,1800,0029,0001,0000,0000,,,0000,,
2019/12/18 7:17:11,1486,1789,0029,0001,0000,0000,,,0000,,
2019/12/18 7:17:12,1490,1792,0030,0001,0000,0000,,,0000,,
2019/12/18 7:17:13,1501,1800,0035,0001,0000,0000,,,0000,,
2019/12/18 7:17:14,1527,1820,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:15,1506,1804,0024,0001,0000,0000,,,0000,,
2019/12/18 7:17:16,1486,1789,0032,0001,0000,0000,,,0000,,
2019/12/18 7:17:17,1500,1800,0034,0001,0000,0000,,,0000,,
2019/12/18 7:17:18,1518,1814,0027,0001,0000,0000,,,0000,,
2019/12/18 7:17:19,1524,1818,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:20,1517,1813,0032,0001,0000,0000,,,0000,,
2019/12/18 7:17:21,1506,1804,0032,0001,0000,0000,,,0000,,
2019/12/18 7:17:22,1503,1802,0032,0001,0000,0000,,,0000,,
2019/12/18 7:17:23,1525,1818,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:24,1480,1785,0029,0001,0000,0000,,,0000,,
2019/12/18 7:17:25,1474,1780,0030,0001,0000,0000,,,0000,,
2019/12/18 7:17:26,1538,1828,0028,0001,0000,0000,,,0000,,
2019/12/18 7:17:27,1482,1787,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:28,1508,1806,0026,0001,0000,0000,,,0000,,
2019/12/18 7:17:29,1519,1815,0029,0001,0000,0000,,,0000,,
2019/12/18 7:17:30,1483,1788,0030,0001,0000,0000,,,0000,,
2019/12/18 7:17:31,1528,1821,0028,0001,0000,0000,,,0000,,
2019/12/18 7:17:32,1469,1777,0033,0001,0000,0000,,,0000,,
2019/12/18 7:17:33,1509,1807,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:34,1487,1790,0029,0001,0000,0000,,,0000,,
2019/12/18 7:17:35,1512,1809,0033,0001,0000,0000,,,0000,,
2019/12/18 7:17:36,1495,1796,0025,0001,0000,0000,,,0000,,
2019/12/18 7:17:37,1516,1812,0027,0001,0000,0000,,,0000,,
2019/12/18 7:17:38,1489,1792,0029,0001,0000,0000,,,0000,,
2019/12/18 7:17:39,1530,1823,0026,0001,0000,0000,,,0000,,
2019/12/18 7:17:40,1502,1802,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:41,1506,1804,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:42,1514,1811,0030,0001,0000,0000,,,0000,,
2019/12/18 7:17:43,1535,1826,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:44,1473,1780,0027,0001,0000,0000,,,0000,,
2019/12/18 7:17:45,1496,1797,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:46,1531,1823,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:47,1540,1830,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:48,1473,1780,0032,0001,0000,0000,,,0000,,
2019/12/18 7:17:49,1505,1804,0029,0001,0000,0000,,,0000,,
2019/12/18 7:17:50,1526,1820,0034,0001,0000,0000,,,0000,,
2019/12/18 7:17:51,1539,1829,0031,0001,0000,0000,,,0000,,
2019/12/18 7:17:52,1519,1814,0034,0001,0000,0000,,,0000,,
2019/12/18 7:17:53,1510,1807,0027,0001,0000,0000,,,0000,,
2019/12/18 7:17:54,1520,1815,0028,0001,0000,0000,,,0000,,
2019/12/18 7:17:55,1499,1799,0033,0001,0000,0000,,,0000,,
2019/12/18 7:17:56,1505,1804,0030,0001,0000,0000,,,0000,,
2019/12/18 7:17:57,1491,1794,0030,0001,0000,0000,,,0000,,
2019/12/18 7:17:58,1492,1794,0032,0001,0000,0000,,,0000,,
2019/12/18 7:17:59,1497,1798,0029,0001,0000,0000,,,0000,,
2019/12/18 7:18:00,1483,1787,0028,0001,0000,0000,,,0000,,
2019/12/18 7:18:01,1488,1791,0032,0001,0000,0000,,,0000,,
2019/12/18 7:18:02,1500,1800,0026,0001,0000,0000,,,0000,,
2019/12/18 7:18:03,1504,1803,0030,0001,0000,0000,,,0000,,
2019/12/18 7:18:04,1486,1789,0034,0001,0000,0000,,,0000,,
2019/12/18 7:18:05,1483,1787,0030,0001,0000,0000,,,0000,,
2019/12/18 7:18:06,1506,1805,0026,0001,0000,0000,,,0000,,
2019/12/18 7:18:07,1540,1830,0023,0001,0000,0000,,,0000,,
2019/12/18 7:18:08,1504,1803,0028,0001,0000,0000,,,0000,,
2019/12/18 7:18:09,1507,1806,0035,0001,0000,0000,,,0000,,
2019/12/18 7:18:10,1489,1792,0030,0001,0000,0000,,,0000,,
2019/12/18 7:18:11,1492,1794,0027,0001,0000,0000,,,0000,,
2019/12/18 7:18:12,1484,1788,0030,0001,0000,0000,,,0000,,
2019/12/18 7:18:13,1495,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:18:14,1492,1794,0034,0001,0000,0000,,,0000,,
2019/12/18 7:18:15,1486,1789,0031,0001,0000,0000,,,0000,,
2019/12/18 7:18:16,1505,1803,0031,0001,0000,0000,,,0000,,
2019/12/18 7:18:17,1483,1787,0032,0001,0000,0000,,,0000,,
2019/12/18 7:18:18,1499,1799,0034,0001,0000,0000,,,0000,,
2019/12/18 7:18:19,1508,1806,0033,0001,0000,0000,,,0000,,
2019/12/18 7:18:20,1513,1809,0028,0001,0000,0000,,,0000,,
2019/12/18 7:18:21,1491,1793,0031,0001,0000,0000,,,0000,,
2019/12/18 7:18:22,1490,1793,0031,0001,0000,0000,,,0000,,
2019/12/18 7:18:23,1487,1790,0029,0001,0000,0000,,,0000,,
2019/12/18 7:18:24,1498,1799,0031,0001,0000,0000,,,0000,,
2019/12/18 7:18:25,1477,1782,0026,0001,0000,0000,,,0000,,
2019/12/18 7:18:26,1452,1764,0035,0001,0000,0000,,,0000,,
2019/12/18 7:18:27,1484,1788,0031,0001,0000,0000,,,0000,,
2019/12/18 7:18:28,1514,1810,0028,0001,0000,0000,,,0000,,
2019/12/18 7:18:29,1527,1820,0033,0001,0000,0000,,,0000,,
2019/12/18 7:18:30,1522,1817,0026,0001,0000,0000,,,0000,,
2019/12/18 7:18:31,1498,1798,0034,0001,0000,0000,,,0000,,
2019/12/18 7:18:32,1488,1791,0031,0001,0000,0000,,,0000,,
2019/12/18 7:18:33,1457,1768,0022,0001,0000,0000,,,0000,,
2019/12/18 7:18:34,1481,1786,0036,0001,0000,0000,,,0000,,
2019/12/18 7:18:35,1489,1791,0035,0001,0000,0000,,,0000,,
2019/12/18 7:18:36,1489,1792,0030,0001,0000,0000,,,0000,,
2019/12/18 7:18:37,1548,1836,0031,0001,0000,0000,,,0000,,
2019/12/18 7:18:38,1525,1819,0035,0001,0000,0000,,,0000,,
2019/12/18 7:18:39,1525,1819,0033,0001,0000,0000,,,0000,,
2019/12/18 7:18:40,1501,1801,0032,0001,0000,0000,,,0000,,
2019/12/18 7:18:41,1489,1791,0027,0001,0000,0000,,,0000,,
2019/12/18 7:18:42,1493,1795,0032,0001,0000,0000,,,0000,,
2019/12/18 7:18:43,1497,1798,0025,0001,0000,0000,,,0000,,
2019/12/18 7:18:44,1499,1799,0031,0001,0000,0000,,,0000,,
2019/12/18 7:18:45,1519,1814,0031,0001,0000,0000,,,0000,,
2019/12/18 7:18:46,1505,1804,0032,0001,0000,0000,,,0000,,
2019/12/18 7:18:47,1482,1787,0032,0001,0000,0000,,,0000,,
2019/12/18 7:18:48,1497,1798,0022,0001,0000,0000,,,0000,,
2019/12/18 7:18:49,1522,1817,0034,0001,0000,0000,,,0000,,
2019/12/18 7:18:50,1479,1784,0035,0001,0000,0000,,,0000,,
2019/12/18 7:18:51,1526,1819,0029,0001,0000,0000,,,0000,,
2019/12/18 7:18:52,1512,1809,0028,0001,0000,0000,,,0000,,
2019/12/18 7:18:53,1507,1805,0029,0001,0000,0000,,,0000,,
2019/12/18 7:18:54,1492,1794,0026,0001,0000,0000,,,0000,,
2019/12/18 7:18:55,1499,1800,0027,0001,0000,0000,,,0000,,
2019/12/18 7:18:56,1496,1797,0037,0001,0000,0000,,,0000,,
2019/12/18 7:18:57,1522,1816,0032,0001,0000,0000,,,0000,,
2019/12/18 7:18:58,1508,1806,0034,0001,0000,0000,,,0000,,
2019/12/18 7:18:59,1494,1796,0031,0001,0000,0000,,,0000,,
2019/12/18 7:19:00,1496,1797,0031,0001,0000,0000,,,0000,,
2019/12/18 7:19:01,1489,1792,0028,0001,0000,0000,,,0000,,
2019/12/18 7:19:02,1497,1797,0028,0001,0000,0000,,,0000,,
2019/12/18 7:19:03,1499,1799,0028,0001,0000,0000,,,0000,,
2019/12/18 7:19:04,1495,1796,0030,0001,0000,0000,,,0000,,
2019/12/18 7:19:05,1500,1800,0026,0001,0000,0000,,,0000,,
2019/12/18 7:19:06,1472,1779,0024,0001,0000,0000,,,0000,,
2019/12/18 7:19:07,1454,1766,0032,0001,0000,0000,,,0000,,
2019/12/18 7:19:08,1488,1791,0032,0001,0000,0000,,,0000,,
2019/12/18 7:19:09,1509,1807,0029,0001,0000,0000,,,0000,,
2019/12/18 7:19:10,1496,1797,0034,0001,0000,0000,,,0000,,
2019/12/18 7:19:11,1517,1813,0027,0001,0000,0000,,,0000,,
2019/12/18 7:19:12,1529,1822,0034,0001,0000,0000,,,0000,,
2019/12/18 7:19:13,1493,1795,0033,0001,0000,0000,,,0000,,
2019/12/18 7:19:14,1482,1786,0031,0001,0000,0000,,,0000,,
2019/12/18 7:19:15,1455,1766,0031,0001,0000,0000,,,0000,,
2019/12/18 7:19:16,1489,1792,0028,0001,0000,0000,,,0000,,
2019/12/18 7:19:17,1509,1807,0033,0001,0000,0000,,,0000,,
2019/12/18 7:19:18,1506,1804,0031,0001,0000,0000,,,0000,,
2019/12/18 7:19:19,1516,1812,0030,0001,0000,0000,,,0000,,
2019/12/18 7:19:20,1501,1801,0029,0001,0000,0000,,,0000,,
2019/12/18 7:19:21,1492,1794,0034,0001,0000,0000,,,0000,,
2019/12/18 7:19:22,1489,1792,0030,0001,0000,0000,,,0000,,
2019/12/18 7:19:23,1485,1788,0029,0001,0000,0000,,,0000,,
2019/12/18 7:19:24,1505,1804,0029,0001,0000,0000,,,0000,,
2019/12/18 7:19:25,1510,1807,0028,0001,0000,0000,,,0000,,
2019/12/18 7:19:26,1508,1806,0027,0001,0000,0000,,,0000,,
2019/12/18 7:19:27,1506,1804,0026,0001,0000,0000,,,0000,,
2019/12/18 7:19:28,1486,1790,0028,0001,0000,0000,,,0000,,
2019/12/18 7:19:29,1513,1810,0029,0001,0000,0000,,,0000,,
2019/12/18 7:19:30,1501,1800,0032,0001,0000,0000,,,0000,,
2019/12/18 7:19:31,1476,1782,0034,0001,0000,0000,,,0000,,
2019/12/18 7:19:32,1505,1804,0028,0001,0000,0000,,,0000,,
2019/12/18 7:19:33,1483,1787,0029,0001,0000,0000,,,0000,,
2019/12/18 7:19:34,1530,1822,0030,0001,0000,0000,,,0000,,
2019/12/18 7:19:35,1520,1815,0031,0001,0000,0000,,,0000,,
2019/12/18 7:19:36,1488,1791,0030,0001,0000,0000,,,0000,,
2019/12/18 7:19:37,1483,1787,0028,0001,0000,0000,,,0000,,
2019/12/18 7:19:38,1486,1789,0029,0001,0000,0000,,,0000,,
2019/12/18 7:19:39,1497,1797,0027,0001,0000,0000,,,0000,,
2019/12/18 7:19:40,1496,1797,0025,0001,0000,0000,,,0000,,
2019/12/18 7:19:41,1518,1814,0033,0001,0000,0000,,,0000,,
2019/12/18 7:19:42,1513,1810,0031,0001,0000,0000,,,0000,,
2019/12/18 7:19:43,1488,1791,0030,0001,0000,0000,,,0000,,
2019/12/18 7:19:44,1533,1825,0028,0001,0000,0000,,,0000,,
2019/12/18 7:19:45,1490,1792,0033,0001,0000,0000,,,0000,,
2019/12/18 7:19:46,1523,1817,0030,0001,0000,0000,,,0000,,
2019/12/18 7:19:47,1493,1795,0034,0001,0000,0000,,,0000,,
2019/12/18 7:19:48,1497,1798,0024,0001,0000,0000,,,0000,,
2019/12/18 7:19:49,1529,1822,0031,0001,0000,0000,,,0000,,
2019/12/18 7:19:50,1521,1816,0031,0001,0000,0000,,,0000,,
2019/12/18 7:19:51,1495,1796,0026,0001,0000,0000,,,0000,,
2019/12/18 7:19:52,1518,1813,0027,0001,0000,0000,,,0000,,
2019/12/18 7:19:53,1497,1798,0035,0001,0000,0000,,,0000,,
2019/12/18 7:19:54,1530,1822,0030,0001,0000,0000,,,0000,,
2019/12/18 7:19:55,1548,1836,0031,0001,0000,0000,,,0000,,
2019/12/18 7:19:56,1511,1808,0024,0001,0000,0000,,,0000,,
2019/12/18 7:19:57,1507,1805,0032,0001,0000,0000,,,0000,,
2019/12/18 7:19:58,1513,1810,0029,0001,0000,0000,,,0000,,
2019/12/18 7:19:59,1464,1773,0029,0001,0000,0000,,,0000,,
2019/12/18 7:20:00,1497,1798,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:01,1528,1821,0026,0001,0000,0000,,,0000,,
2019/12/18 7:20:02,1459,1770,0027,0001,0000,0000,,,0000,,
2019/12/18 7:20:03,1507,1805,0026,0001,0000,0000,,,0000,,
2019/12/18 7:20:04,1511,1808,0028,0001,0000,0000,,,0000,,
2019/12/18 7:20:05,1516,1812,0025,0001,0000,0000,,,0000,,
2019/12/18 7:20:06,1506,1804,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:07,1522,1816,0030,0001,0000,0000,,,0000,,
2019/12/18 7:20:08,1484,1788,0028,0001,0000,0000,,,0000,,
2019/12/18 7:20:09,1487,1790,0030,0001,0000,0000,,,0000,,
2019/12/18 7:20:10,1495,1797,0028,0001,0000,0000,,,0000,,
2019/12/18 7:20:11,1503,1802,0039,0001,0000,0000,,,0000,,
2019/12/18 7:20:12,1500,1800,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:13,1516,1812,0029,0001,0000,0000,,,0000,,
2019/12/18 7:20:14,1500,1800,0036,0001,0000,0000,,,0000,,
2019/12/18 7:20:15,1477,1783,0024,0001,0000,0000,,,0000,,
2019/12/18 7:20:16,1506,1805,0031,0001,0000,0000,,,0000,,
2019/12/18 7:20:17,1511,1808,0031,0001,0000,0000,,,0000,,
2019/12/18 7:20:18,1518,1813,0035,0001,0000,0000,,,0000,,
2019/12/18 7:20:19,1490,1793,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:20,1481,1786,0030,0001,0000,0000,,,0000,,
2019/12/18 7:20:21,1488,1791,0028,0001,0000,0000,,,0000,,
2019/12/18 7:20:22,1504,1803,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:23,1504,1803,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:24,1518,1814,0026,0001,0000,0000,,,0000,,
2019/12/18 7:20:25,1485,1789,0027,0001,0000,0000,,,0000,,
2019/12/18 7:20:26,1507,1805,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:27,1508,1806,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:28,1505,1804,0028,0001,0000,0000,,,0000,,
2019/12/18 7:20:29,1526,1820,0027,0001,0000,0000,,,0000,,
2019/12/18 7:20:30,1549,1837,0028,0001,0000,0000,,,0000,,
2019/12/18 7:20:31,1529,1822,0025,0001,0000,0000,,,0000,,
2019/12/18 7:20:32,1482,1786,0029,0001,0000,0000,,,0000,,
2019/12/18 7:20:33,1499,1799,0024,0001,0000,0000,,,0000,,
2019/12/18 7:20:34,1453,1765,0028,0001,0000,0000,,,0000,,
2019/12/18 7:20:35,1487,1790,0033,0001,0000,0000,,,0000,,
2019/12/18 7:20:36,1503,1802,0036,0001,0000,0000,,,0000,,
2019/12/18 7:20:37,1523,1817,0029,0001,0000,0000,,,0000,,
2019/12/18 7:20:38,1474,1780,0033,0001,0000,0000,,,0000,,
2019/12/18 7:20:39,1510,1807,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:40,1554,1841,0027,0001,0000,0000,,,0000,,
2019/12/18 7:20:41,1490,1793,0034,0001,0000,0000,,,0000,,
2019/12/18 7:20:42,1503,1802,0034,0001,0000,0000,,,0000,,
2019/12/18 7:20:43,1528,1821,0028,0001,0000,0000,,,0000,,
2019/12/18 7:20:44,1510,1807,0034,0001,0000,0000,,,0000,,
2019/12/18 7:20:45,1496,1797,0033,0001,0000,0000,,,0000,,
2019/12/18 7:20:46,1497,1798,0030,0001,0000,0000,,,0000,,
2019/12/18 7:20:47,1496,1797,0029,0001,0000,0000,,,0000,,
2019/12/18 7:20:48,1478,1783,0027,0001,0000,0000,,,0000,,
2019/12/18 7:20:49,1494,1795,0031,0001,0000,0000,,,0000,,
2019/12/18 7:20:50,1488,1791,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:51,1520,1815,0027,0001,0000,0000,,,0000,,
2019/12/18 7:20:52,1508,1806,0024,0001,0000,0000,,,0000,,
2019/12/18 7:20:53,1498,1799,0031,0001,0000,0000,,,0000,,
2019/12/18 7:20:54,1502,1802,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:55,1471,1778,0032,0001,0000,0000,,,0000,,
2019/12/18 7:20:56,1498,1799,0035,0001,0000,0000,,,0000,,
2019/12/18 7:20:57,1519,1814,0031,0001,0000,0000,,,0000,,
2019/12/18 7:20:58,1490,1793,0029,0001,0000,0000,,,0000,,
2019/12/18 7:20:59,1519,1814,0024,0001,0000,0000,,,0000,,
2019/12/18 7:21:00,1485,1789,0032,0001,0000,0000,,,0000,,
2019/12/18 7:21:01,1528,1821,0035,0001,0000,0000,,,0000,,
2019/12/18 7:21:02,1500,1800,0031,0001,0000,0000,,,0000,,
2019/12/18 7:21:03,1489,1791,0034,0001,0000,0000,,,0000,,
2019/12/18 7:21:04,1494,1796,0033,0001,0000,0000,,,0000,,
2019/12/18 7:21:05,1496,1797,0030,0001,0000,0000,,,0000,,
2019/12/18 7:21:06,1528,1821,0033,0001,0000,0000,,,0000,,
2019/12/18 7:21:07,1528,1821,0025,0001,0000,0000,,,0000,,
2019/12/18 7:21:08,1510,1807,0033,0001,0000,0000,,,0000,,
2019/12/18 7:21:09,1482,1787,0030,0001,0000,0000,,,0000,,
2019/12/18 7:21:10,1512,1809,0031,0001,0000,0000,,,0000,,
2019/12/18 7:21:11,1508,1806,0037,0001,0000,0000,,,0000,,
2019/12/18 7:21:12,1493,1795,0033,0001,0000,0000,,,0000,,
2019/12/18 7:21:13,1484,1788,0027,0001,0000,0000,,,0000,,
2019/12/18 7:21:14,1503,1802,0035,0001,0000,0000,,,0000,,
2019/12/18 7:21:15,1475,1781,0029,0001,0000,0000,,,0000,,
2019/12/18 7:21:16,1482,1787,0030,0001,0000,0000,,,0000,,
2019/12/18 7:21:17,1516,1812,0029,0001,0000,0000,,,0000,,
2019/12/18 7:21:18,1508,1806,0032,0001,0000,0000,,,0000,,
2019/12/18 7:21:19,1530,1823,0029,0001,0000,0000,,,0000,,
2019/12/18 7:21:20,1500,1800,0034,0001,0000,0000,,,0000,,
2019/12/18 7:21:21,1516,1812,0032,0001,0000,0000,,,0000,,
2019/12/18 7:21:22,1487,1791,0025,0001,0000,0000,,,0000,,
2019/12/18 7:21:23,1520,1815,0029,0001,0000,0000,,,0000,,
2019/12/18 7:21:24,1501,1800,0031,0001,0000,0000,,,0000,,
2019/12/18 7:21:25,1464,1773,0031,0001,0000,0000,,,0000,,
2019/12/18 7:21:26,1519,1814,0024,0001,0000,0000,,,0000,,
2019/12/18 7:21:27,1520,1815,0034,0001,0000,0000,,,0000,,
2019/12/18 7:21:28,1475,1781,0032,0001,0000,0000,,,0000,,
2019/12/18 7:21:29,1468,1776,0031,0001,0000,0000,,,0000,,
2019/12/18 7:21:30,1532,1824,0031,0001,0000,0000,,,0000,,
2019/12/18 7:21:31,1486,1789,0030,0001,0000,0000,,,0000,,
2019/12/18 7:21:32,1485,1789,0033,0001,0000,0000,,,0000,,
2019/12/18 7:21:33,1500,1800,0026,0001,0000,0000,,,0000,,
2019/12/18 7:21:34,1520,1815,0029,0001,0000,0000,,,0000,,
2019/12/18 7:21:35,1520,1815,0028,0001,0000,0000,,,0000,,
2019/12/18 7:21:36,1465,1774,0031,0001,0000,0000,,,0000,,
2019/12/18 7:21:37,1513,1810,0025,0001,0000,0000,,,0000,,
2019/12/18 7:21:38,1488,1791,0030,0001,0000,0000,,,0000,,
2019/12/18 7:21:39,1498,1799,0030,0001,0000,0000,,,0000,,
2019/12/18 7:21:40,1511,1809,0024,0001,0000,0000,,,0000,,
2019/12/18 7:21:41,1493,1795,0030,0001,0000,0000,,,0000,,
